Timestamp,Campus_Location,Ambient_Temp_C,Activity_Level,Total_Demand_Liters,Day_of_Week,Month,Is_Weekend,Academic_Status,Status_ID
2025-02-10,Main_Hostel_A,39.6,Medium,1992.0,0,2,0,Regular,1
2025-02-11,Garden_Irrigation,39.2,Medium,1715.0,1,2,0,Regular,1
2025-02-12,Campus_Laundry,29.8,Medium,2709.0,2,2,0,Regular,1
2025-02-13,Campus_Laundry,31.3,Low,2034.0,3,2,0,Regular,1
2025-02-14,Indoor_Stadium,21.3,Medium,1350.0,4,2,0,Regular,1
2025-02-15,Central_Library,34.4,Medium,63.400000000000006,5,2,1,Regular,1
2025-02-16,Campus_Laundry,28.7,Low,1944.0,6,2,1,Regular,1
2025-02-17,Central_Library,29.9,High,696.0,0,2,0,Regular,1
2025-02-18,Indoor_Stadium,21.8,Medium,1360.0,1,2,0,Regular,1
2025-02-19,Campus_Laundry,23.6,Medium,2547.0,2,2,0,Regular,1
2025-02-20,Girls_Hostel_B,41.8,Medium,2082.0,3,2,0,Regular,1
2025-02-21,Garden_Irrigation,30.5,Low,1280.0,4,2,0,Regular,1
2025-02-22,Indoor_Stadium,37.4,Medium,1680.0,5,2,1,Regular,1
2025-02-23,Campus_Laundry,32.7,Medium,2871.0,6,2,1,Regular,1
2025-02-24,Campus_Laundry,22.1,High,2718.0,0,2,0,Regular,1
2025-02-25,Indoor_Stadium,17.1,Low,920.0,1,2,0,Regular,1
2025-02-26,Central_Canteen,41.9,Low,1560.0,2,2,0,Regular,1
2025-02-27,Garden_Irrigation,23.3,Medium,1240.0,3,2,0,Regular,1
2025-02-28,Main_Hostel_A,17.3,Medium,1254.0,4,2,0,Regular,1
2025-03-01,Garden_Irrigation,24.2,High,1530.0,5,3,1,Regular,1
2025-03-02,Boys_Hostel_C,32.8,High,2542.8,6,3,1,Regular,1
2025-03-03,Girls_Hostel_B,19.8,Medium,1518.0,0,3,0,Regular,1
2025-03-04,Main_Hostel_A,28.2,Low,1488.0,1,3,0,Regular,1
2025-03-05,Girls_Hostel_B,31.8,Medium,1698.0,2,3,0,Regular,1
2025-03-06,Boys_Hostel_C,24.5,Medium,1734.0,3,3,0,Regular,1
2025-03-07,Boys_Hostel_C,35.1,Medium,1998.0,4,3,0,Regular,1
2025-03-08,Boys_Hostel_C,40.4,Low,2301.0,5,3,1,Regular,1
2025-03-09,Main_Hostel_A,33.7,Low,1872.0,6,3,1,Regular,1
2025-03-10,Girls_Hostel_B,27.5,Low,1290.0,0,3,0,Regular,1
2025-03-11,Academic_Block_1,31.6,Medium,1450.0,1,3,0,Regular,1
2025-03-12,Boys_Hostel_C,16.0,High,1674.0,2,3,0,Regular,1
2025-03-13,Central_Canteen,31.7,Low,1335.0,3,3,0,Regular,1
2025-03-14,Indoor_Stadium,36.6,Medium,1605.0,4,3,0,Regular,1
2025-03-15,Campus_Laundry,34.7,High,3204.0,5,3,1,Regular,1
2025-03-16,Central_Canteen,27.5,Low,1090.0,6,3,1,Regular,1
2025-03-17,Campus_Laundry,37.6,High,3501.0,0,3,0,Regular,1
2025-03-18,Indoor_Stadium,35.4,High,1845.0,1,3,0,Regular,1
2025-03-19,Boys_Hostel_C,18.9,Low,1080.0,2,3,0,Regular,1
2025-03-20,Academic_Block_1,40.5,Low,1510.0,3,3,0,Regular,1
2025-03-21,Academic_Block_1,33.4,Medium,1645.0,4,3,0,Regular,1
2025-03-22,Central_Canteen,25.8,Medium,1255.0,5,3,1,Regular,1
2025-03-23,Boys_Hostel_C,28.2,High,2667.6,6,3,1,Regular,1
2025-03-24,Garden_Irrigation,39.4,High,1900.0,0,3,0,Regular,1
2025-03-25,Central_Canteen,15.4,Low,685.0,1,3,0,Regular,1
2025-03-26,Garden_Irrigation,22.1,High,1525.0,2,3,0,Regular,1
2025-03-27,Central_Library,15.5,Medium,460.0,3,3,0,Regular,1
2025-03-28,Girls_Hostel_B,40.1,Medium,2184.0,4,3,0,Regular,1
2025-03-29,Campus_Laundry,35.9,High,3465.0,5,3,1,Regular,1
2025-03-30,Central_Library,28.6,High,64.60000000000001,6,3,1,Regular,1
2025-03-31,Garden_Irrigation,35.0,Medium,1595.0,0,3,0,Regular,1
2025-04-01,Garden_Irrigation,36.4,Low,1410.0,1,4,0,Regular,1
2025-04-02,Indoor_Stadium,18.1,Medium,1200.0,2,4,0,Regular,1
2025-04-03,Indoor_Stadium,39.1,Medium,1665.0,3,4,0,Regular,1
2025-04-04,Central_Canteen,29.9,Medium,1460.0,4,4,0,Regular,1
2025-04-05,Indoor_Stadium,31.3,Low,1170.0,5,4,1,Regular,1
2025-04-06,Girls_Hostel_B,25.2,Low,1700.4,6,4,1,Regular,1
2025-04-07,Academic_Block_1,38.8,Medium,1690.0,0,4,0,Regular,1
2025-04-08,Campus_Laundry,39.8,Medium,2979.0,1,4,0,Regular,1
2025-04-09,Central_Library,28.3,High,630.0,2,4,0,Regular,1
2025-04-10,Boys_Hostel_C,33.0,Low,1356.0,3,4,0,Regular,1
2025-04-11,Boys_Hostel_C,15.2,Low,942.0,4,4,0,Regular,1
2025-04-12,Indoor_Stadium,40.9,Medium,1850.0,5,4,1,Regular,1
2025-04-13,Indoor_Stadium,15.3,Medium,1085.0,6,4,1,Regular,1
2025-04-14,Garden_Irrigation,32.2,High,1840.0,0,4,0,Regular,1
2025-04-15,Girls_Hostel_B,32.1,Low,1602.0,1,4,0,Regular,1
2025-04-16,Boys_Hostel_C,21.4,Medium,1452.0,2,4,0,Regular,1
2025-04-17,Campus_Laundry,34.8,High,3177.0,3,4,0,Regular,1
2025-04-18,Girls_Hostel_B,39.4,Medium,2022.0,4,4,0,Regular,1
2025-04-19,Girls_Hostel_B,37.9,Low,2067.0,5,4,1,Regular,1
2025-04-20,Boys_Hostel_C,33.5,Low,1801.8,6,4,1,Regular,1
2025-04-21,Garden_Irrigation,23.3,Low,920.0,0,4,0,Regular,1
2025-04-22,Central_Library,34.9,High,672.0,1,4,0,Regular,1
2025-04-23,Boys_Hostel_C,21.6,Low,1290.0,2,4,0,Regular,1
2025-04-24,Main_Hostel_A,15.4,Low,1044.0,3,4,0,Regular,1
2025-04-25,Central_Canteen,27.0,Medium,1330.0,4,4,0,Regular,1
2025-04-26,Campus_Laundry,22.3,Low,1674.0,5,4,1,Regular,1
2025-04-27,Girls_Hostel_B,25.4,High,2355.6,6,4,1,Regular,1
2025-04-28,Campus_Laundry,37.7,Medium,3186.0,0,4,0,Regular,1
2025-04-29,Central_Library,27.5,Low,476.0,1,4,0,Regular,1
2025-04-30,Boys_Hostel_C,38.1,High,2388.0,2,4,0,Regular,1
2025-05-01,Central_Library,18.3,Low,92.39999999999999,3,5,0,Vacation,2
2025-05-02,Girls_Hostel_B,40.0,Medium,597.6,4,5,0,Vacation,2
2025-05-03,Garden_Irrigation,31.8,Medium,1460.0,5,5,1,Vacation,2
2025-05-04,Central_Library,32.5,Low,13.739999999999998,6,5,1,Vacation,2
2025-05-05,Central_Canteen,19.2,Medium,384.0,0,5,0,Vacation,2
2025-05-06,Garden_Irrigation,26.7,Low,1190.0,1,5,0,Vacation,2
2025-05-07,Indoor_Stadium,30.6,Low,381.0,2,5,0,Vacation,2
2025-05-08,Main_Hostel_A,25.3,Medium,507.59999999999997,3,5,0,Vacation,2
2025-05-09,Academic_Block_1,27.4,Medium,418.5,4,5,0,Vacation,2
2025-05-10,Garden_Irrigation,40.3,Low,1340.0,5,5,1,Vacation,2
2025-05-11,Boys_Hostel_C,34.8,High,788.5799999999999,6,5,1,Vacation,2
2025-05-12,Campus_Laundry,19.4,High,737.1,0,5,0,Vacation,2
2025-05-13,Central_Canteen,24.0,Medium,378.0,1,5,0,Vacation,2
2025-05-14,Boys_Hostel_C,29.8,Medium,525.6,2,5,0,Vacation,2
2025-05-15,Campus_Laundry,41.0,Low,772.1999999999999,3,5,0,Vacation,2
2025-05-16,Girls_Hostel_B,24.3,High,543.6,4,5,0,Vacation,2
2025-05-17,Campus_Laundry,24.6,Medium,704.6999999999999,5,5,1,Vacation,2
2025-05-18,Central_Canteen,20.4,Medium,397.5,6,5,1,Vacation,2
2025-05-19,Campus_Laundry,24.9,Low,583.1999999999999,0,5,0,Vacation,2
2025-05-20,Boys_Hostel_C,17.8,Medium,460.79999999999995,1,5,0,Vacation,2
2025-05-21,Main_Hostel_A,37.2,Low,502.2,2,5,0,Vacation,2
2025-05-22,Campus_Laundry,33.5,High,901.8,3,5,0,Vacation,2
2025-05-23,Main_Hostel_A,39.1,Low,543.6,4,5,0,Vacation,2
2025-05-24,Girls_Hostel_B,18.5,Low,418.86,5,5,1,Vacation,2
2025-05-25,Central_Library,25.3,Low,12.48,6,5,1,Vacation,2
2025-05-26,Girls_Hostel_B,17.0,Low,271.8,0,5,0,Vacation,2
2025-05-27,Central_Library,20.8,Medium,147.6,1,5,0,Vacation,2
2025-05-28,Main_Hostel_A,29.6,Medium,502.2,2,5,0,Vacation,2
2025-05-29,Central_Library,37.9,Low,174.0,3,5,0,Vacation,2
2025-05-30,Garden_Irrigation,41.5,Low,1455.0,4,5,0,Vacation,2
2025-05-31,Main_Hostel_A,25.5,Medium,636.4799999999999,5,5,1,Vacation,2
2025-06-01,Central_Library,36.3,Medium,18.3,6,6,1,Vacation,2
2025-06-02,Indoor_Stadium,18.2,High,388.5,0,6,0,Vacation,2
2025-06-03,Campus_Laundry,23.3,Medium,734.4,1,6,0,Vacation,2
2025-06-04,Campus_Laundry,33.1,Low,626.4,2,6,0,Vacation,2
2025-06-05,Garden_Irrigation,22.9,Medium,1310.0,3,6,0,Vacation,2
2025-06-06,Garden_Irrigation,35.7,High,1900.0,4,6,0,Vacation,2
2025-06-07,Boys_Hostel_C,29.2,High,730.0799999999999,5,6,1,Vacation,2
2025-06-08,Main_Hostel_A,41.7,High,861.12,6,6,1,Vacation,2
2025-06-09,Academic_Block_1,16.6,Low,250.5,0,6,0,Vacation,2
2025-06-10,Central_Library,32.5,Medium,194.4,1,6,0,Vacation,2
2025-06-11,Girls_Hostel_B,28.1,Medium,545.4,2,6,0,Vacation,2
2025-06-12,Central_Canteen,26.4,Low,354.0,3,6,0,Vacation,2
2025-06-13,Indoor_Stadium,41.9,Low,417.0,4,6,0,Vacation,2
2025-06-14,Main_Hostel_A,17.2,High,662.22,5,6,1,Vacation,2
2025-06-15,Main_Hostel_A,16.7,Medium,580.32,6,6,1,Vacation,2
2025-06-16,Indoor_Stadium,23.0,Medium,420.0,0,6,0,Vacation,2
2025-06-17,Girls_Hostel_B,25.2,Low,352.8,1,6,0,Vacation,2
2025-06-18,Garden_Irrigation,34.3,Medium,1590.0,2,6,0,Vacation,2
2025-06-19,Campus_Laundry,30.1,Medium,847.8,3,6,0,Vacation,2
2025-06-20,Garden_Irrigation,19.6,Medium,1185.0,4,6,0,Vacation,2
2025-06-21,Main_Hostel_A,36.2,High,854.1,5,6,1,Vacation,2
2025-06-22,Girls_Hostel_B,28.1,Low,568.62,6,6,1,Vacation,2
2025-06-23,Boys_Hostel_C,25.6,Medium,460.79999999999995,0,6,0,Vacation,2
2025-06-24,Campus_Laundry,28.2,Low,618.3,1,6,0,Vacation,2
2025-06-25,Girls_Hostel_B,40.5,Medium,648.0,2,6,0,Vacation,2
2025-06-26,Indoor_Stadium,31.8,Medium,432.0,3,6,0,Vacation,2
2025-06-27,Central_Library,26.8,Medium,157.2,4,6,0,Vacation,2
2025-06-28,Indoor_Stadium,23.7,High,454.5,5,6,1,Vacation,2
2025-06-29,Girls_Hostel_B,21.6,High,664.5600000000001,6,6,1,Vacation,2
2025-06-30,Boys_Hostel_C,32.1,Low,466.2,0,6,0,Vacation,2
2025-07-01,Boys_Hostel_C,22.4,Medium,1404.0,1,7,0,Regular,1
2025-07-02,Boys_Hostel_C,35.1,Low,1422.0,2,7,0,Regular,1
2025-07-03,Central_Canteen,19.3,High,1405.0,3,7,0,Regular,1
2025-07-04,Academic_Block_1,25.0,High,1595.0,4,7,0,Regular,1
2025-07-05,Garden_Irrigation,26.7,Medium,1380.0,5,7,1,Regular,1
2025-07-06,Central_Library,37.7,Medium,67.0,6,7,1,Regular,1
2025-07-07,Girls_Hostel_B,22.5,Low,1224.0,0,7,0,Regular,1
2025-07-08,Girls_Hostel_B,25.6,High,1932.0,1,7,0,Regular,1
2025-07-09,Academic_Block_1,20.8,Medium,1345.0,2,7,0,Regular,1
2025-07-10,Garden_Irrigation,27.0,Low,1110.0,3,7,0,Regular,1
2025-07-11,Garden_Irrigation,30.8,Medium,1485.0,4,7,0,Regular,1
2025-07-12,Main_Hostel_A,35.2,Low,2145.0,5,7,1,Regular,1
2025-07-13,Main_Hostel_A,39.5,Low,2347.8,6,7,1,Regular,1
2025-07-14,Boys_Hostel_C,27.2,Medium,1740.0,0,7,0,Regular,1
2025-07-15,Campus_Laundry,40.8,Medium,3204.0,1,7,0,Regular,1
2025-07-16,Girls_Hostel_B,38.8,Medium,2040.0,2,7,0,Regular,1
2025-07-17,Girls_Hostel_B,19.8,Medium,1476.0,3,7,0,Regular,1
2025-07-18,Girls_Hostel_B,17.5,Low,1164.0,4,7,0,Regular,1
2025-07-19,Girls_Hostel_B,20.4,Medium,2020.2,5,7,1,Regular,1
2025-07-20,Academic_Block_1,24.9,High,158.5,6,7,1,Regular,1
2025-07-21,Garden_Irrigation,19.2,High,1315.0,0,7,0,Regular,1
2025-07-22,Campus_Laundry,28.2,Medium,2709.0,1,7,0,Regular,1
2025-07-23,Central_Library,21.3,Medium,478.0,2,7,0,Regular,1
2025-07-24,Campus_Laundry,22.9,Medium,2493.0,3,7,0,Regular,1
2025-07-25,Garden_Irrigation,17.1,Medium,1240.0,4,7,0,Regular,1
2025-07-26,Boys_Hostel_C,30.3,Low,1918.8,5,7,1,Regular,1
2025-07-27,Main_Hostel_A,19.0,High,2051.4,6,7,1,Regular,1
2025-07-28,Campus_Laundry,17.1,Low,1728.0,0,7,0,Regular,1
2025-07-29,Central_Canteen,32.4,Medium,1470.0,1,7,0,Regular,1
2025-07-30,Main_Hostel_A,21.6,Medium,1620.0,2,7,0,Regular,1
2025-07-31,Indoor_Stadium,38.4,Low,1435.0,3,7,0,Regular,1
2025-08-01,Central_Canteen,33.2,Medium,1470.0,4,8,0,Regular,1
2025-08-02,Central_Canteen,41.4,Low,1410.0,5,8,1,Regular,1
2025-08-03,Central_Canteen,21.8,Medium,1285.0,6,8,1,Regular,1
2025-08-04,Garden_Irrigation,36.3,Low,1420.0,0,8,0,Regular,1
2025-08-05,Academic_Block_1,27.9,High,1575.0,1,8,0,Regular,1
2025-08-06,Main_Hostel_A,32.8,Medium,1914.0,2,8,0,Regular,1
2025-08-07,Main_Hostel_A,19.0,Medium,1464.0,3,8,0,Regular,1
2025-08-08,Girls_Hostel_B,28.2,High,2028.0,4,8,0,Regular,1
2025-08-09,Academic_Block_1,21.7,Medium,123.5,5,8,1,Regular,1
2025-08-10,Central_Library,29.6,Medium,57.2,6,8,1,Regular,1
2025-08-11,Main_Hostel_A,32.7,Low,1392.0,0,8,0,Regular,1
2025-08-12,Central_Canteen,28.9,Medium,1375.0,1,8,0,Regular,1
2025-08-13,Indoor_Stadium,18.9,Low,1005.0,2,8,0,Regular,1
2025-08-14,Academic_Block_1,28.6,Medium,1435.0,3,8,0,Regular,1
2025-08-15,Campus_Laundry,23.8,High,2691.0,4,8,0,Regular,1
2025-08-16,Girls_Hostel_B,26.5,Low,1521.0,5,8,1,Regular,1
2025-08-17,Main_Hostel_A,16.4,Medium,1926.6,6,8,1,Regular,1
2025-08-18,Indoor_Stadium,17.4,Low,730.0,0,8,0,Regular,1
2025-08-19,Campus_Laundry,15.4,Low,1629.0,1,8,0,Regular,1
2025-08-20,Campus_Laundry,34.9,Medium,3024.0,2,8,0,Regular,1
2025-08-21,Boys_Hostel_C,22.0,Low,1308.0,3,8,0,Regular,1
2025-08-22,Indoor_Stadium,18.7,High,1420.0,4,8,0,Regular,1
2025-08-23,Boys_Hostel_C,23.1,Medium,2067.0,5,8,1,Regular,1
2025-08-24,Main_Hostel_A,39.2,Medium,2730.0,6,8,1,Regular,1
2025-08-25,Boys_Hostel_C,23.7,Low,1158.0,0,8,0,Regular,1
2025-08-26,Main_Hostel_A,16.6,High,1578.0,1,8,0,Regular,1
2025-08-27,Boys_Hostel_C,26.3,Medium,1704.0,2,8,0,Regular,1
2025-08-28,Central_Library,19.8,Low,362.0,3,8,0,Regular,1
2025-08-29,Girls_Hostel_B,28.8,High,1878.0,4,8,0,Regular,1
2025-08-30,Main_Hostel_A,35.4,Low,1864.2,5,8,1,Regular,1
2025-08-31,Academic_Block_1,38.8,Low,144.5,6,8,1,Regular,1
2025-09-01,Main_Hostel_A,34.4,High,2232.0,0,9,0,Regular,1
2025-09-02,Main_Hostel_A,18.8,Medium,1566.0,1,9,0,Regular,1
2025-09-03,Central_Library,34.4,Medium,680.0,2,9,0,Regular,1
2025-09-04,Girls_Hostel_B,32.4,High,1962.0,3,9,0,Regular,1
2025-09-05,Main_Hostel_A,20.3,Medium,1608.0,4,9,0,Regular,1
2025-09-06,Main_Hostel_A,30.1,Low,1801.8,5,9,1,Regular,1
2025-09-07,Boys_Hostel_C,27.5,Medium,2207.4,6,9,1,Regular,1
2025-09-08,Girls_Hostel_B,25.2,Low,1272.0,0,9,0,Regular,1
2025-09-09,Central_Library,32.0,Low,440.0,1,9,0,Regular,1
2025-09-10,Garden_Irrigation,20.1,Medium,1320.0,2,9,0,Regular,1
2025-09-11,Garden_Irrigation,25.4,Medium,1405.0,3,9,0,Regular,1
2025-09-12,Central_Library,19.2,Medium,520.0,4,9,0,Regular,1
2025-09-13,Indoor_Stadium,34.4,Medium,1510.0,5,9,1,Regular,1
2025-09-14,Academic_Block_1,27.9,Low,123.5,6,9,1,Regular,1
2025-09-15,Main_Hostel_A,29.4,High,1908.0,0,9,0,Regular,1
2025-09-16,Main_Hostel_A,32.5,Medium,1926.0,1,9,0,Regular,1
2025-09-17,Main_Hostel_A,19.1,Medium,1374.0,2,9,0,Regular,1
2025-09-18,Girls_Hostel_B,17.4,Low,1152.0,3,9,0,Regular,1
2025-09-19,Girls_Hostel_B,32.0,Medium,1770.0,4,9,0,Regular,1
2025-09-20,Campus_Laundry,33.1,Low,2187.0,5,9,1,Regular,1
2025-09-21,Garden_Irrigation,27.9,Low,1030.0,6,9,1,Regular,1
2025-09-22,Campus_Laundry,28.5,High,2772.0,0,9,0,Regular,1
2025-09-23,Academic_Block_1,27.6,Medium,1465.0,1,9,0,Regular,1
2025-09-24,Main_Hostel_A,39.5,Low,1704.0,2,9,0,Regular,1
2025-09-25,Academic_Block_1,34.2,High,1665.0,3,9,0,Regular,1
2025-09-26,Indoor_Stadium,23.7,Medium,1345.0,4,9,0,Regular,1
2025-09-27,Indoor_Stadium,20.4,Medium,1325.0,5,9,1,Regular,1
2025-09-28,Academic_Block_1,23.8,Low,91.5,6,9,1,Regular,1
2025-09-29,Indoor_Stadium,32.5,Medium,1520.0,0,9,0,Regular,1
2025-09-30,Central_Library,32.4,High,674.0,1,9,0,Regular,1
2025-10-01,Main_Hostel_A,40.7,Medium,1944.0,2,10,0,Regular,1
2025-10-02,Campus_Laundry,29.0,Medium,2565.0,3,10,0,Regular,1
2025-10-03,Central_Canteen,33.3,Low,1245.0,4,10,0,Regular,1
2025-10-04,Academic_Block_1,22.3,Medium,116.0,5,10,1,Regular,1
2025-10-05,Academic_Block_1,31.1,High,180.0,6,10,1,Regular,1
2025-10-06,Academic_Block_1,28.9,High,1645.0,0,10,0,Regular,1
2025-10-07,Academic_Block_1,25.5,Medium,1425.0,1,10,0,Regular,1
2025-10-08,Garden_Irrigation,16.0,High,1310.0,2,10,0,Regular,1
2025-10-09,Main_Hostel_A,33.7,Low,1662.0,3,10,0,Regular,1
2025-10-10,Academic_Block_1,25.5,Medium,1295.0,4,10,0,Regular,1
2025-10-11,Girls_Hostel_B,41.1,Low,2425.8,5,10,1,Regular,1
2025-10-12,Main_Hostel_A,36.1,High,2815.8,6,10,1,Regular,1
2025-10-13,Girls_Hostel_B,20.8,Low,1098.0,0,10,0,Regular,1
2025-10-14,Indoor_Stadium,39.9,Medium,1635.0,1,10,0,Regular,1
2025-10-15,Central_Library,34.7,Low,486.0,2,10,0,Regular,1
2025-10-16,Indoor_Stadium,41.6,Low,1390.0,3,10,0,Regular,1
2025-10-17,Central_Canteen,15.5,High,1320.0,4,10,0,Regular,1
2025-10-18,Garden_Irrigation,31.8,Medium,1405.0,5,10,1,Regular,1
2025-10-19,Garden_Irrigation,19.8,Medium,1340.0,6,10,1,Regular,1
2025-10-20,Campus_Laundry,20.1,Low,1827.0,0,10,0,Regular,1
2025-10-21,Main_Hostel_A,17.4,High,1650.0,1,10,0,Regular,1
2025-10-22,Main_Hostel_A,35.6,Low,1632.0,2,10,0,Regular,1
2025-10-23,Garden_Irrigation,23.1,Medium,1220.0,3,10,0,Regular,1
2025-10-24,Indoor_Stadium,27.5,Medium,1345.0,4,10,0,Regular,1
2025-10-25,Girls_Hostel_B,34.2,High,2769.0,5,10,1,Regular,1
2025-10-26,Girls_Hostel_B,38.5,Medium,2683.2000000000003,6,10,1,Regular,1
2025-10-27,Central_Canteen,21.8,Medium,1295.0,0,10,0,Regular,1
2025-10-28,Campus_Laundry,15.8,Medium,1917.0,1,10,0,Regular,1
2025-10-29,Garden_Irrigation,18.3,Medium,1100.0,2,10,0,Regular,1
2025-10-30,Campus_Laundry,32.4,Medium,2772.0,3,10,0,Regular,1
2025-10-31,Campus_Laundry,29.1,Medium,2457.0,4,10,0,Regular,1
2025-11-01,Academic_Block_1,39.6,Medium,172.5,5,11,1,Exams,0
2025-11-02,Campus_Laundry,17.8,Low,1539.0,6,11,1,Exams,0
2025-11-03,Central_Canteen,36.7,High,1780.0,0,11,0,Exams,0
2025-11-04,Central_Canteen,30.1,Medium,1515.0,1,11,0,Exams,0
2025-11-05,Garden_Irrigation,40.5,Low,1485.0,2,11,0,Exams,0
2025-11-06,Central_Canteen,20.9,Medium,1265.0,3,11,0,Exams,0
2025-11-07,Central_Canteen,16.0,Medium,1015.0,4,11,0,Exams,0
2025-11-08,Academic_Block_1,22.8,Low,100.5,5,11,1,Exams,0
2025-11-09,Main_Hostel_A,16.3,Medium,2076.75,6,11,1,Exams,0
2025-11-10,Girls_Hostel_B,20.5,Medium,1845.0,0,11,0,Exams,0
2025-11-11,Girls_Hostel_B,15.6,Medium,1627.5,1,11,0,Exams,0
2025-11-12,Main_Hostel_A,34.4,Medium,2512.5,2,11,0,Exams,0
2025-11-13,Boys_Hostel_C,35.3,High,2580.0,3,11,0,Exams,0
2025-11-14,Academic_Block_1,34.1,Medium,1555.0,4,11,0,Exams,0
2025-11-15,Central_Library,20.7,Medium,67.75,5,11,1,Exams,0
2025-11-16,Campus_Laundry,15.2,Medium,2052.0,6,11,1,Exams,0
2025-11-17,Central_Library,40.3,High,1025.0,0,11,0,Exams,0
2025-11-18,Central_Library,26.3,Low,545.0,1,11,0,Exams,0
2025-11-19,Central_Library,15.7,Medium,602.5,2,11,0,Exams,0
2025-11-20,Garden_Irrigation,35.0,Low,1365.0,3,11,0,Exams,0
2025-11-21,Central_Library,38.1,Low,637.5,4,11,0,Exams,0
2025-11-22,Girls_Hostel_B,18.1,High,2817.7500000000005,5,11,1,Exams,0
2025-11-23,Girls_Hostel_B,26.4,Medium,2574.0000000000005,6,11,1,Exams,0
2025-11-24,Main_Hostel_A,22.7,Medium,1882.5,0,11,0,Exams,0
2025-11-25,Indoor_Stadium,24.3,Medium,1300.0,1,11,0,Exams,0
2025-11-26,Indoor_Stadium,20.9,Medium,1315.0,2,11,0,Exams,0
2025-11-27,Garden_Irrigation,26.0,Low,1090.0,3,11,0,Exams,0
2025-11-28,Indoor_Stadium,16.3,Medium,1020.0,4,11,0,Exams,0
2025-11-29,Central_Library,16.0,Low,41.00000000000001,5,11,1,Exams,0
2025-11-30,Girls_Hostel_B,15.8,Medium,2232.75,6,11,1,Exams,0
2025-12-01,Girls_Hostel_B,32.8,Medium,2197.5,0,12,0,Exams,0
2025-12-02,Boys_Hostel_C,24.8,Medium,2190.0,1,12,0,Exams,0
2025-12-03,Academic_Block_1,16.8,Medium,1215.0,2,12,0,Exams,0
2025-12-04,Central_Canteen,30.1,Medium,1535.0,3,12,0,Exams,0
