Timestamp,Campus_Location,Ambient_Temp_C,Activity_Level,Total_Demand_Liters,Day_of_Week,Month,Is_Weekend
2025-05-10,Garden_Irrigation,40.3,Low,1340.0,5,5,1
2025-05-11,Boys_Hostel_C,34.8,High,2628.6,6,5,1
2025-05-12,Campus_Laundry,19.4,High,2457.0,0,5,0
2025-05-13,Central_Canteen,24.0,Medium,1260.0,1,5,0
2025-05-14,Boys_Hostel_C,29.8,Medium,1752.0,2,5,0
2025-05-15,Campus_Laundry,41.0,Low,2574.0,3,5,0
2025-05-16,Girls_Hostel_B,24.3,High,1812.0,4,5,0
2025-05-17,Campus_Laundry,24.6,Medium,2349.0,5,5,1
2025-05-18,Central_Canteen,20.4,Medium,1325.0,6,5,1
2025-05-19,Campus_Laundry,24.9,Low,1944.0,0,5,0
2025-05-20,Boys_Hostel_C,17.8,Medium,1536.0,1,5,0
2025-05-21,Main_Hostel_A,37.2,Low,1674.0,2,5,0
2025-05-22,Campus_Laundry,33.5,High,3006.0,3,5,0
2025-05-23,Main_Hostel_A,39.1,Low,1812.0,4,5,0
2025-05-24,Girls_Hostel_B,18.5,Low,1396.2,5,5,1
2025-05-25,Central_Library,25.3,Low,41.6,6,5,1
2025-05-26,Girls_Hostel_B,17.0,Low,906.0,0,5,0
2025-05-27,Central_Library,20.8,Medium,492.0,1,5,0
2025-05-28,Main_Hostel_A,29.6,Medium,1674.0,2,5,0
2025-05-29,Central_Library,37.9,Low,580.0,3,5,0
2025-05-30,Garden_Irrigation,41.5,Low,1455.0,4,5,0
2025-05-31,Main_Hostel_A,25.5,Medium,2121.6,5,5,1
2025-06-01,Central_Library,36.3,Medium,61.0,6,6,1
2025-06-02,Indoor_Stadium,18.2,High,1295.0,0,6,0
2025-06-03,Campus_Laundry,23.3,Medium,2448.0,1,6,0
2025-06-04,Campus_Laundry,33.1,Low,2088.0,2,6,0
2025-06-05,Garden_Irrigation,22.9,Medium,1310.0,3,6,0
2025-06-06,Garden_Irrigation,35.7,High,1900.0,4,6,0
2025-06-07,Boys_Hostel_C,29.2,High,2433.6,5,6,1
2025-06-08,Main_Hostel_A,41.7,High,2870.4,6,6,1
2025-06-09,Academic_Block_1,16.6,Low,835.0,0,6,0
2025-06-10,Central_Library,32.5,Medium,648.0,1,6,0
2025-06-11,Girls_Hostel_B,28.1,Medium,1818.0,2,6,0
2025-06-12,Central_Canteen,26.4,Low,1180.0,3,6,0
2025-06-13,Indoor_Stadium,41.9,Low,1390.0,4,6,0
2025-06-14,Main_Hostel_A,17.2,High,2207.4,5,6,1
2025-06-15,Main_Hostel_A,16.7,Medium,1934.4,6,6,1
2025-06-16,Indoor_Stadium,23.0,Medium,1400.0,0,6,0
2025-06-17,Girls_Hostel_B,25.2,Low,1176.0,1,6,0
2025-06-18,Garden_Irrigation,34.3,Medium,1590.0,2,6,0
2025-06-19,Campus_Laundry,30.1,Medium,2826.0,3,6,0
2025-06-20,Garden_Irrigation,19.6,Medium,1185.0,4,6,0
2025-06-21,Main_Hostel_A,36.2,High,2847.0,5,6,1
2025-06-22,Girls_Hostel_B,28.1,Low,1895.4,6,6,1
2025-06-23,Boys_Hostel_C,25.6,Medium,1536.0,0,6,0
2025-06-24,Campus_Laundry,28.2,Low,2061.0,1,6,0
2025-06-25,Girls_Hostel_B,40.5,Medium,2160.0,2,6,0
2025-06-26,Indoor_Stadium,31.8,Medium,1440.0,3,6,0
2025-06-27,Central_Library,26.8,Medium,524.0,4,6,0
2025-06-28,Indoor_Stadium,23.7,High,1515.0,5,6,1
2025-06-29,Girls_Hostel_B,21.6,High,2215.2000000000003,6,6,1
2025-06-30,Boys_Hostel_C,32.1,Low,1554.0,0,6,0
2025-07-01,Boys_Hostel_C,22.4,Medium,1404.0,1,7,0
2025-07-02,Boys_Hostel_C,35.1,Low,1422.0,2,7,0
2025-07-03,Central_Canteen,19.3,High,1405.0,3,7,0
2025-07-04,Academic_Block_1,25.0,High,1595.0,4,7,0
2025-07-05,Garden_Irrigation,26.7,Medium,1380.0,5,7,1
2025-07-06,Central_Library,37.7,Medium,67.0,6,7,1
2025-07-07,Girls_Hostel_B,22.5,Low,1224.0,0,7,0
2025-07-08,Girls_Hostel_B,25.6,High,1932.0,1,7,0
2025-07-09,Academic_Block_1,20.8,Medium,1345.0,2,7,0
2025-07-10,Garden_Irrigation,27.0,Low,1110.0,3,7,0
2025-07-11,Garden_Irrigation,30.8,Medium,1485.0,4,7,0
2025-07-12,Main_Hostel_A,35.2,Low,2145.0,5,7,1
2025-07-13,Main_Hostel_A,39.5,Low,2347.8,6,7,1
2025-07-14,Boys_Hostel_C,27.2,Medium,1740.0,0,7,0
2025-07-15,Campus_Laundry,40.8,Medium,3204.0,1,7,0
2025-07-16,Girls_Hostel_B,38.8,Medium,2040.0,2,7,0
2025-07-17,Girls_Hostel_B,19.8,Medium,1476.0,3,7,0
2025-07-18,Girls_Hostel_B,17.5,Low,1164.0,4,7,0
2025-07-19,Girls_Hostel_B,20.4,Medium,2020.2,5,7,1
2025-07-20,Academic_Block_1,24.9,High,158.5,6,7,1
2025-07-21,Garden_Irrigation,19.2,High,1315.0,0,7,0
2025-07-22,Campus_Laundry,28.2,Medium,2709.0,1,7,0
2025-07-23,Central_Library,21.3,Medium,478.0,2,7,0
2025-07-24,Campus_Laundry,22.9,Medium,2493.0,3,7,0
2025-07-25,Garden_Irrigation,17.1,Medium,1240.0,4,7,0
2025-07-26,Boys_Hostel_C,30.3,Low,1918.8,5,7,1
2025-07-27,Main_Hostel_A,19.0,High,2051.4,6,7,1
2025-07-28,Campus_Laundry,17.1,Low,1728.0,0,7,0
2025-07-29,Central_Canteen,32.4,Medium,1470.0,1,7,0
2025-07-30,Main_Hostel_A,21.6,Medium,1620.0,2,7,0
2025-07-31,Indoor_Stadium,38.4,Low,1435.0,3,7,0
2025-08-01,Central_Canteen,33.2,Medium,1470.0,4,8,0
2025-08-02,Central_Canteen,41.4,Low,1410.0,5,8,1
2025-08-03,Central_Canteen,21.8,Medium,1285.0,6,8,1
2025-08-04,Garden_Irrigation,36.3,Low,1420.0,0,8,0
2025-08-05,Academic_Block_1,27.9,High,1575.0,1,8,0
2025-08-06,Main_Hostel_A,32.8,Medium,1914.0,2,8,0
2025-08-07,Main_Hostel_A,19.0,Medium,1464.0,3,8,0
2025-08-08,Girls_Hostel_B,28.2,High,2028.0,4,8,0
2025-08-09,Academic_Block_1,21.7,Medium,123.5,5,8,1
2025-08-10,Central_Library,29.6,Medium,57.2,6,8,1
2025-08-11,Main_Hostel_A,32.7,Low,1392.0,0,8,0
2025-08-12,Central_Canteen,28.9,Medium,1375.0,1,8,0
2025-08-13,Indoor_Stadium,18.9,Low,1005.0,2,8,0
2025-08-14,Academic_Block_1,28.6,Medium,1435.0,3,8,0
2025-08-15,Campus_Laundry,23.8,High,2691.0,4,8,0
2025-08-16,Girls_Hostel_B,26.5,Low,1521.0,5,8,1
2025-08-17,Main_Hostel_A,16.4,Medium,1926.6000000000001,6,8,1
2025-08-18,Indoor_Stadium,17.4,Low,730.0,0,8,0
2025-08-19,Campus_Laundry,15.4,Low,1629.0,1,8,0
2025-08-20,Campus_Laundry,34.9,Medium,3024.0,2,8,0
2025-08-21,Boys_Hostel_C,22.0,Low,1308.0,3,8,0
2025-08-22,Indoor_Stadium,18.7,High,1420.0,4,8,0
2025-08-23,Boys_Hostel_C,23.1,Medium,2067.0,5,8,1
2025-08-24,Main_Hostel_A,39.2,Medium,2730.0,6,8,1
2025-08-25,Boys_Hostel_C,23.7,Low,1158.0,0,8,0
2025-08-26,Main_Hostel_A,16.6,High,1578.0,1,8,0
2025-08-27,Boys_Hostel_C,26.3,Medium,1704.0,2,8,0
2025-08-28,Central_Library,19.8,Low,362.0,3,8,0
2025-08-29,Girls_Hostel_B,28.8,High,1878.0,4,8,0
2025-08-30,Main_Hostel_A,35.4,Low,1864.2,5,8,1
2025-08-31,Academic_Block_1,38.8,Low,144.5,6,8,1
2025-09-01,Main_Hostel_A,34.4,High,2232.0,0,9,0
2025-09-02,Main_Hostel_A,18.8,Medium,1566.0,1,9,0
2025-09-03,Central_Library,34.4,Medium,680.0,2,9,0
2025-09-04,Girls_Hostel_B,32.4,High,1962.0,3,9,0
2025-09-05,Main_Hostel_A,20.3,Medium,1608.0,4,9,0
2025-09-06,Main_Hostel_A,30.1,Low,1801.8,5,9,1
2025-09-07,Boys_Hostel_C,27.5,Medium,2207.4,6,9,1
2025-09-08,Girls_Hostel_B,25.2,Low,1272.0,0,9,0
2025-09-09,Central_Library,32.0,Low,440.0,1,9,0
2025-09-10,Garden_Irrigation,20.1,Medium,1320.0,2,9,0
2025-09-11,Garden_Irrigation,25.4,Medium,1405.0,3,9,0
2025-09-12,Central_Library,19.2,Medium,520.0,4,9,0
2025-09-13,Indoor_Stadium,34.4,Medium,1510.0,5,9,1
2025-09-14,Academic_Block_1,27.9,Low,123.5,6,9,1
2025-09-15,Main_Hostel_A,29.4,High,1908.0,0,9,0
2025-09-16,Main_Hostel_A,32.5,Medium,1926.0,1,9,0
2025-09-17,Main_Hostel_A,19.1,Medium,1374.0,2,9,0
2025-09-18,Girls_Hostel_B,17.4,Low,1152.0,3,9,0
2025-09-19,Girls_Hostel_B,32.0,Medium,1770.0,4,9,0
2025-09-20,Campus_Laundry,33.1,Low,2187.0,5,9,1
2025-09-21,Garden_Irrigation,27.9,Low,1030.0,6,9,1
2025-09-22,Campus_Laundry,28.5,High,2772.0,0,9,0
2025-09-23,Academic_Block_1,27.6,Medium,1465.0,1,9,0
2025-09-24,Main_Hostel_A,39.5,Low,1704.0,2,9,0
2025-09-25,Academic_Block_1,34.2,High,1665.0,3,9,0
2025-09-26,Indoor_Stadium,23.7,Medium,1345.0,4,9,0
2025-09-27,Indoor_Stadium,20.4,Medium,1325.0,5,9,1
2025-09-28,Academic_Block_1,23.8,Low,91.5,6,9,1
2025-09-29,Indoor_Stadium,32.5,Medium,1520.0,0,9,0
2025-09-30,Central_Library,32.4,High,674.0,1,9,0
2025-10-01,Main_Hostel_A,40.7,Medium,1944.0,2,10,0
2025-10-02,Campus_Laundry,29.0,Medium,2565.0,3,10,0
2025-10-03,Central_Canteen,33.3,Low,1245.0,4,10,0
2025-10-04,Academic_Block_1,22.3,Medium,116.0,5,10,1
2025-10-05,Academic_Block_1,31.1,High,180.0,6,10,1
2025-10-06,Academic_Block_1,28.9,High,1645.0,0,10,0
2025-10-07,Academic_Block_1,25.5,Medium,1425.0,1,10,0
2025-10-08,Garden_Irrigation,16.0,High,1310.0,2,10,0
2025-10-09,Main_Hostel_A,33.7,Low,1662.0,3,10,0
2025-10-10,Academic_Block_1,25.5,Medium,1295.0,4,10,0
2025-10-11,Girls_Hostel_B,41.1,Low,2425.8,5,10,1
2025-10-12,Main_Hostel_A,36.1,High,2815.8,6,10,1
2025-10-13,Girls_Hostel_B,20.8,Low,1098.0,0,10,0
2025-10-14,Indoor_Stadium,39.9,Medium,1635.0,1,10,0
2025-10-15,Central_Library,34.7,Low,486.0,2,10,0
2025-10-16,Indoor_Stadium,41.6,Low,1390.0,3,10,0
2025-10-17,Central_Canteen,15.5,High,1320.0,4,10,0
2025-10-18,Garden_Irrigation,31.8,Medium,1405.0,5,10,1
2025-10-19,Garden_Irrigation,19.8,Medium,1340.0,6,10,1
2025-10-20,Campus_Laundry,20.1,Low,1827.0,0,10,0
2025-10-21,Main_Hostel_A,17.4,High,1650.0,1,10,0
2025-10-22,Main_Hostel_A,35.6,Low,1632.0,2,10,0
2025-10-23,Garden_Irrigation,23.1,Medium,1220.0,3,10,0
2025-10-24,Indoor_Stadium,27.5,Medium,1345.0,4,10,0
2025-10-25,Girls_Hostel_B,34.2,High,2769.0,5,10,1
2025-10-26,Girls_Hostel_B,38.5,Medium,2683.2000000000003,6,10,1
2025-10-27,Central_Canteen,21.8,Medium,1295.0,0,10,0
2025-10-28,Campus_Laundry,15.8,Medium,1917.0,1,10,0
2025-10-29,Garden_Irrigation,18.3,Medium,1100.0,2,10,0
2025-10-30,Campus_Laundry,32.4,Medium,2772.0,3,10,0
2025-10-31,Campus_Laundry,29.1,Medium,2457.0,4,10,0
2025-11-01,Academic_Block_1,39.6,Medium,172.5,5,11,1
2025-11-02,Campus_Laundry,17.8,Low,1539.0,6,11,1
2025-11-03,Central_Canteen,36.7,High,1780.0,0,11,0
2025-11-04,Central_Canteen,30.1,Medium,1515.0,1,11,0
2025-11-05,Garden_Irrigation,40.5,Low,1485.0,2,11,0
2025-11-06,Central_Canteen,20.9,Medium,1265.0,3,11,0
2025-11-07,Central_Canteen,16.0,Medium,1015.0,4,11,0
2025-11-08,Academic_Block_1,22.8,Low,100.5,5,11,1
2025-11-09,Main_Hostel_A,16.3,Medium,1661.4,6,11,1
2025-11-10,Girls_Hostel_B,20.5,Medium,1476.0,0,11,0
2025-11-11,Girls_Hostel_B,15.6,Medium,1302.0,1,11,0
2025-11-12,Main_Hostel_A,34.4,Medium,2010.0,2,11,0
2025-11-13,Boys_Hostel_C,35.3,High,2064.0,3,11,0
2025-11-14,Academic_Block_1,34.1,Medium,1555.0,4,11,0
2025-11-15,Central_Library,20.7,Medium,54.2,5,11,1
2025-11-16,Campus_Laundry,15.2,Medium,2052.0,6,11,1
2025-11-17,Central_Library,40.3,High,820.0,0,11,0
2025-11-18,Central_Library,26.3,Low,436.0,1,11,0
2025-11-19,Central_Library,15.7,Medium,482.0,2,11,0
2025-11-20,Garden_Irrigation,35.0,Low,1365.0,3,11,0
2025-11-21,Central_Library,38.1,Low,510.0,4,11,0
2025-11-22,Girls_Hostel_B,18.1,High,2254.2000000000003,5,11,1
2025-11-23,Girls_Hostel_B,26.4,Medium,2059.2000000000003,6,11,1
2025-11-24,Main_Hostel_A,22.7,Medium,1506.0,0,11,0
2025-11-25,Indoor_Stadium,24.3,Medium,1300.0,1,11,0
2025-11-26,Indoor_Stadium,20.9,Medium,1315.0,2,11,0
2025-11-27,Garden_Irrigation,26.0,Low,1090.0,3,11,0
2025-11-28,Indoor_Stadium,16.3,Medium,1020.0,4,11,0
2025-11-29,Central_Library,16.0,Low,32.800000000000004,5,11,1
2025-11-30,Girls_Hostel_B,15.8,Medium,1786.2,6,11,1
2025-12-01,Girls_Hostel_B,32.8,Medium,1758.0,0,12,0
2025-12-02,Boys_Hostel_C,24.8,Medium,1752.0,1,12,0
2025-12-03,Academic_Block_1,16.8,Medium,1215.0,2,12,0
2025-12-04,Central_Canteen,30.1,Medium,1535.0,3,12,0
2025-12-05,Academic_Block_1,29.4,Medium,1565.0,4,12,0
2025-12-06,Campus_Laundry,26.8,Medium,2538.0,5,12,1
2025-12-07,Garden_Irrigation,26.2,High,1550.0,6,12,1
2025-12-08,Boys_Hostel_C,38.5,Medium,1992.0,0,12,0
2025-12-09,Campus_Laundry,38.5,Medium,3105.0,1,12,0
2025-12-10,Boys_Hostel_C,20.2,Low,1212.0,2,12,0
2025-12-11,Central_Canteen,35.2,Medium,1570.0,3,12,0
2025-12-12,Boys_Hostel_C,27.2,Low,1422.0,4,12,0
2025-12-13,Central_Canteen,17.0,Medium,1020.0,5,12,1
2025-12-14,Central_Canteen,15.3,Medium,1130.0,6,12,1
2025-12-15,Garden_Irrigation,20.4,Medium,1210.0,0,12,0
2025-12-16,Indoor_Stadium,41.5,Medium,1815.0,1,12,0
2025-12-17,Central_Library,34.0,High,718.0,2,12,0
2025-12-18,Central_Canteen,22.8,Low,1010.0,3,12,0
2025-12-19,Boys_Hostel_C,35.7,Medium,1956.0,4,12,0
2025-12-20,Main_Hostel_A,34.8,Medium,2574.0,5,12,1
2025-12-21,Central_Canteen,41.4,Low,1360.0,6,12,1
2025-12-22,Indoor_Stadium,29.7,Low,1175.0,0,12,0
2025-12-23,Academic_Block_1,21.8,Low,865.0,1,12,0
2025-12-24,Boys_Hostel_C,30.4,Medium,1806.0,2,12,0
2025-12-25,Central_Canteen,34.5,High,1855.0,3,12,0
2025-12-26,Girls_Hostel_B,40.4,Medium,2052.0,4,12,0
2025-12-27,Main_Hostel_A,15.1,Medium,1856.4,5,12,1
2025-12-28,Academic_Block_1,22.8,Low,101.5,6,12,1
2025-12-29,Main_Hostel_A,36.5,Medium,2016.0,0,12,0
2025-12-30,Academic_Block_1,28.3,Low,1015.0,1,12,0
2025-12-31,Boys_Hostel_C,31.5,Medium,1710.0,2,12,0
2025-01-01,Indoor_Stadium,40.1,Low,1390.0,2,1,0
2025-01-02,Girls_Hostel_B,37.3,Medium,2070.0,3,1,0
2025-01-03,Indoor_Stadium,18.8,High,1475.0,4,1,0
2025-01-04,Indoor_Stadium,29.5,Low,1145.0,5,1,1
2025-01-05,Indoor_Stadium,16.2,High,1370.0,6,1,1
2025-01-06,Indoor_Stadium,34.7,Medium,1450.0,0,1,0
2025-01-07,Campus_Laundry,26.0,Medium,2340.0,1,1,0
2025-01-08,Central_Library,23.1,High,610.0,2,1,0
2025-01-09,Main_Hostel_A,22.4,Medium,1584.0,3,1,0
2025-01-10,Indoor_Stadium,37.0,Medium,1645.0,4,1,0
2025-01-11,Girls_Hostel_B,25.6,Medium,1911.0,5,1,1
2025-01-12,Main_Hostel_A,27.5,Medium,2176.2000000000003,6,1,1
2025-01-13,Boys_Hostel_C,28.3,Low,1326.0,0,1,0
2025-01-14,Main_Hostel_A,33.4,Medium,1956.0,1,1,0
2025-01-15,Campus_Laundry,32.4,Medium,2682.0,2,1,0
2025-01-16,Academic_Block_1,20.2,Low,880.0,3,1,0
2025-01-17,Academic_Block_1,36.4,Medium,1600.0,4,1,0
2025-01-18,Girls_Hostel_B,26.2,Low,1552.2,5,1,1
2025-01-19,Central_Library,40.0,Medium,62.800000000000004,6,1,1
2025-01-20,Central_Library,39.6,Medium,638.0,0,1,0
2025-01-21,Central_Library,32.2,Medium,578.0,1,1,0
2025-01-22,Garden_Irrigation,27.7,Medium,1305.0,2,1,0
2025-01-23,Girls_Hostel_B,24.8,Low,1104.0,3,1,0
2025-01-24,Academic_Block_1,17.5,Low,920.0,4,1,0
2025-01-25,Central_Canteen,41.6,High,1900.0,5,1,1
2025-01-26,Boys_Hostel_C,34.2,Low,2067.0,6,1,1
2025-01-27,Indoor_Stadium,35.5,High,1675.0,0,1,0
2025-01-28,Campus_Laundry,32.7,Low,2367.0,1,1,0
2025-01-29,Indoor_Stadium,19.2,Low,815.0,2,1,0
2025-01-30,Garden_Irrigation,34.6,Medium,1460.0,3,1,0
2025-01-31,Central_Canteen,17.4,Low,905.0,4,1,0
2025-02-01,Central_Canteen,30.1,Medium,1355.0,5,2,1
2025-02-02,Indoor_Stadium,33.2,Medium,1580.0,6,2,1
2025-02-03,Boys_Hostel_C,27.8,Low,1440.0,0,2,0
